Company_Brand,Sector,Stage,Amount,HeadQuarter,What_it_does,year_founded,Investor
Slang Labs,Computer software,,,Bangalore,Slang Labs provides accurate and multilingual in-app voice assistants for Android and web apps,2021,100x Entrepreneurs
NirogGyan,Health,Seed,,Gurgaon,"Simplifying Diagnostics for labs, doctors, and people.",2021,"Healthcare veterans, PIEDS"
Ola Electric,Automotive,Series B,100000000.0,Bangalore,Ola Electric - The future of mobility is here.? Charging ahead to accelerate the world’s transition to sustainable mobility.,2021,Bank of Baroda
Bikry app,Consumer software,,1300000.0,Noida,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission",2021,YCombinator
Oliveboard,EdTech,,3000000.0,Bangalore,Oliveboard is the top exam preparation platform for Banking & Government Exams.,2021,IAN Fund
Little Leap,EdTech,,,New Delhi,Soft Skills that make Smart Leaders,2021,Vishal Gupta
Trell,Social commerce,Series B,45000000.0,Bangalore,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.,2021,"Mirae Asset, H&M"
Kredent,EdTech,,1000000.0,Kolkata,Kredent Academy is the unique concept where financial market professionals have taken the onus of creating a strong knowledge bank in their area of expertise,2021,Kotak Securities
EasyAspataal,Health,Seed,500000.0,Mumbai,India’s First Digital Admission Desk for Hospitalisation.,2021,Venture Catalysts
SMOOR,Food & Beverages,,,Bangalore,Instigate your sixth sense with our new range of chocolates.,2021,Klub
Pankhuri,Social community,,3200000.0,Bangalore,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs.",2021,Sequoia’s Surge
Arcana,Information Technology,Seed,370000.0,Bangalore,Arcana is the Storage Layer of Ethereum.,2021,Balaji Srinivasan
AdmitKard,EdTech,Pre-series A,,Noida,A tech solution for end to end career advisory to students looking to study abroad.,2021,Better Capital
UrbanKisaan,Food & Beverages,,,Hyderabad,A modern farms close to where your home is. Creating positive change at every step from seed to store ensuring quality and traceability.,2021,BASF Venture Capital GmbH
Aquaconnect,Fishery,Pre-series A,4000000.0,Chennai,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,2021,"Rebright Partners, Flourish Ventures"
Vah Vah!,EdTech,,1800000.0,Bangalore,A mission to educate India and make its young and dynamic population job ready.,2021,Sequoia Surge
LetsDressUp,Apparel & Fashion,Pre-series A,300000.0,Gurgaon,Building India's version of Stitch Fix,2021,"Titan Capital, Sequoia Capital"
Sapio Analytics,Computer software,,150000.0,Mumbai,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.,2021,Parthiv Group
BHyve,HR,,,Mumbai,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks,2021,"Omkar Pandharkame, Ketaki Ogale"
Indi Energy,CleanTech,Seed,,Roorkee,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.",2021,Mumbai Angels Network
The Ayurveda Co,Consumer Goods,,,Gurgaon,The Ayurveda Co. represents things that are all Ayurvedic at heart and are suited for the contemporary landscape.,2021,"GetVantage, Velocity, Shiprocket Capital"
Pratilipi,Online storytelling,,48000000.0,Bangalore,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.",2021,"Krafton Inc, Omidyar"
Ati Motors,Automotive,Pre-series A,35000000.0,Bangalore,Autonomous industrial vehicle maker,2021,"Blume Ventures, Exfinity Venture Partners"
peAR,Deeptech,Series A,300000.0,Mumbai,An AR / VR tech based Start-up in Mumbai.,2021,Inflection Point Ventures
Gourmet Garden,Farming,,3000000.0,Bangalore,"100% contamination free, pesticide free naturoponically grown vegetables.",2021,"Beyond Next Ventures, M Venture Partners"
The Sleep Company,Consumer Goods,Pre-series A,1000000.0,Mumbai,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,2021,Fireside Ventures
TyrePlex,B2B E-commerce,Seed,,New Delhi,Tyreplex is digitizing the tyre dealers in India.,2021,AdvantEdge Founders
ION Energy,Automotive,Pre-series A,3600000.0,Mumbai,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage,2021,"Falcon Edge, Softbank"
Digit Insurance,Insuretech,,200000000.0,Bangalore,"Digit becomes the first Unicorn of 2021, valued at $1.9B.",2021,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers"
FRAAZO,Food & Beverages,Series A,11000000.0,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021,"Sixth Sense Ventures, NABVENTURES"
Licious,Food & Beverages,Series F,192000000.0,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,"Temasek, Multiples PE"
WinZO,Gaming,Series C,65000000.0,New Delhi,WinZO is the largest social gaming and entertainment platform in India.,2021,Griffin Gaming Partners
Furlenco,Consumer Goods,,100000000.0,Bangalore,Furlenco is a different furniture company.,2021,Zinnia Global
Skylark Drones,Aviation,Pre-series A,3000000.0,Bangalore,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",2021,"InfoEdge Ventures, IAN Fund"
Leegality,Tech,Pre-series A,,Gurgaon,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016",2021,"IIFL, Mumbai Angels"
Arcatron Mobility,Health,,,Pune,Mission is to advance global standards of assisted living and make it dignified and safer.,2021,Klub
TWID,FinTech,,2500000.0,Bangalore,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions",2021,"BEENEXT, Sequoia’s Surge"
PeakPerformer,EdTech,Early seed,,Bangalore,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all.",2021,Antler India
MyMobiForce,Internet,Pre-series A,1400000.0,Noida,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India",2021,Bharat Inclusion
Pine Labs,Information Technology,,600000.0,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,2021,"Fidelity, BlackRock"
Genworks Health,Health,,2000000.0,Bangalore,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,2021,Blacksoil
Pocketly,FinTech,,,Bangalore,"Pocketly provides quick cash on hand, anytime - anywhere!",2021,"Accel India, Breadlake Ventures"
Neverinstall,Information Technology,Seed,370000.0,Bangalore,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,2021,Speciale Invest
CoRover,Information Technology,,,Bangalore,CoRover is the world’s first and the highest ROI delivering human-centric conversational AI platform.,2021,Canbank Venture Capital Fund
BeatO,Health,Pre-series B,5000000.0,New Delhi,ULTIMATE app to manage chronic conditions.,2021,W Health Ventures
Earth Rhythm,Cosmetics,Seed,1200000.0,Gurgaon,A mission to make customers healthier and Earth a little greener.,2021,Anicut Angel Fund
Fountain9,Computer software,Seed,1900000.0,Mumbai,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.",2021,"021 Capital, Y Combinator"
Rockclimber,Food & Beverages,,1000000.0,Bangalore,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,2021,Anand Prakash Sharma
SpEd@home,EdTech,,300000.0,Mumbai,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",2021,Better Capital
CanPe,Computer software,Seed,,Bangalore,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",2021,Axilor Ventures
Green Soul,Consumer Goods,,200000.0,Ambernath,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,2021,velocity.in
Shiprocket,Logistics,Series D,41000000.0,New Delhi,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,2021,"March Capital, Tribe Capital"
DealShare,Retail,,144000000.0,Bangalore,The next generation disruptive (social) e-commerce product for the masses.,2021,Tiger Global
Teachmint,EdTech,Pre-series B,20000000.0,Bangalore,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,2021,Learn Capital
Vahak,Logistics,Pre-series A,5000000.0,Bangalore,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,2021,RTP Global
goSTOPS,Hospitality,Pre-series A,1000000.0,New Delhi,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,2021,"IAN, Yuj Ventures"
Codedamn,Computer software,Pre-seed,,New Delhi,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,2021,Antler India
Biocraft Innovation Technology,Environmental service,Pre-seed,,Noida,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,2021,JITO Angel Network
Powerplay,Construction,,5200000.0,Bangalore,Powerplay helps simplify end to end Construction and Architecture project management.,2021,"Sequoia’s Surge, Accel Partners"
Accio Robotics,Industrial Automation,,,Bangalore,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.,2021,Uday Sodhi
Delhivery,Logistics,Series H,270000000.0,Gurgaon,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.",2021,"Fidelity, GIC"
Avishkaar,EdTech,Pre-series A,600000.0,New Delhi,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,2021,Auxano
Jobsgaar,Job discovery platform,Seed,140000.0,New Delhi,India's first District level/ Hyper Local Job discovery platform,2021,SucSEED Indovation Fund
Almo,D2C,Seed,,Gurgaon,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,2021,Angelist India
Breathe Well-being,HealthCare,Pre-series A,1000000.0,New Delhi,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,2021,"Stanford Angels and Entrepreneurs India, Anjali Bansal"
GalaxEye,SpaceTech,Pre-seed,,Chennai,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,2021,Speciale Invest
Good Health Clinic,HealthCare,,5000000.0,Hyderabad,Full Stack Digital Health Clinic,2021,Khosla Ventures
Urban Company,Home services,Series F,250000000.0,New Delhi,Urban Company is an India-based company providing a marketplace for freelance labor.,2021,"Vy Capital, Wellington Management"
MYBYK,Rental,Pre-series A,1000000.0,Ahmedabad,MYBYK is an app that provides premium bicycle sharing and rental service.,2021,Avon Cycles
Locus,Logistics,Series C,50000000.0,Bangalore,Locus is an intelligent decision-making and automation platform for logistics.,2021,"Blume Ventures, Exfinity Venture Partners"
Crejo.Fun,EdTech,Seed,3000000.0,Bangalore,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,2021,"Matrix Partners India, 021 Capital"
Bambinos,EdTech,Seed,500000.0,Bangalore,Cohort based extracurricular course for kids,2021,"HNIs, Angels"
KreditBee,FinTech,,8000000.0,Bangalore,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,2021,"NewQuest Capital Partners, Motilal Oswal Private Equity"
Spardha,EdTech,Series A,400000.0,Pune,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",2021,Inflection Point Ventures
Onelife Nutriscience,HealthCare,,,Mumbai,Onelife Nutriscience is a consumer healthcare brands company.,2021,Lasons India
Flatheads,Fashion,,,Bangalore,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,2021,"Pankaj Chaddah, Srivatsan Rajan"
Fable Fintech,FinTech,Series A,,Mumbai,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",2021,Paytm
Holisol,Logistics,,3000000.0,New Delhi,HoliSol Logistics Is a Supply Chain Operations Company!,2021,"BlackSoil, CLSA Capital Partners"
Now&Me,HealthCare,,1000000.0,New Delhi,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.",2021,"Saama, Whiteboard Capital"
Fyllo,Agriculture,Seed,400000.0,Bangalore,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,2021,"Indian Angel Network, Titan Capital, Lead Angels"
Cora Health,HealthCare,,,Bangalore,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,2021,Venture Catalysts
Blaer Motors,Mobility,,300000.0,Chennai,Meant to augment human power and not completely replace it,2021,The Chennai Angels
Swiflearn,EdTech,Pre-series A,3000000.0,Gurgaon,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,2021,"Venture Highway, Stellaris Venture Partners"
Cashfree,FinTech,,,Bangalore,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,2021,"State Bank of India, Y Combinator"
QuickSell,E-commerce,Pre-series A,2000000.0,Mumbai,B2B Mobile Commerce Platform,2021,"Sanjay Baldwa, Ajay Jain"
Truemeds,Heathcare,Series A,5000000.0,Mumbai,Truemeds is a health-tech startup.,2021,InfoEdge
Candes,E-commerce,,3000000.0,New Delhi,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,2021,"Nitin Passi, Ruchirans Jaipuria"
MediBuddy,Heathcare,,3000000.0,Bangalore,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",2021,"Stride Ventures, InnoVen Capital"
F5,Food & Beverages,Pre-series A,300000.0,New Delhi,F5 is a foods and beverages company.,2021,"Venture Catalysts, Jeevak Gupta"
Capital Float,FinTech,,6000000.0,Bangalore,Capital Float is an online platform that provides working capital finance to SMEs in India.,2021,"Triodos Investment Management, SAIF Partners"
IntelleWings,IT startup,Seed,100000.0,Panchkula,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",2021,"Edge Ventures, Elevation Capital"
Shyplite,Logistics,,1000000.0,New Delhi,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,2021,N+1 Capital
Refyne,FinTech,Series A,20000000.0,Bangalore,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,2021,"DST Global, RTP Global"
Greenjoules,CleanTech,Series A,4500000.0,Pune,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,2021,Blue Ashva Capital
MentorKart,Consulting,Seed,150000.0,New Delhi,MentorKart™ helps to fulfil dreams and take that big step towards success.,2021,"Amit Singal, Manish Aggarwal"
Leverage Edu,EdTech,Series B,2000000.0,New Delhi,AI-enabled marketplace designed to help students with their higher education and career growth plans,2021,"Trifecta Capital Advisors, Blume Ventures"
Kale Logistics,Logistics,Series A,5000000.0,Thane,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,2021,Inflexor Ventures
CustomerGlu,CRM,,320000.0,Bangalore,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,2021,"Kumar Aakash, Amit Singhal"
Cell Propulsion,EV startup,,2000000.0,Bangalore,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,2021,growX ventures
Wellbeing Nutrition,HealthCare,,,Mumbai,Organic whole food nutrition to keep up with the pace at which we live,2021,Klub
Pee Safe,HealthCare,Pre-series B,3000000.0,Gurgaon,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,2021,"Shaival Desai, Alkemi Venture Partners"
Chqbook,FinTech,,1000000.0,New Delhi,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.",2021,"Aavishkaar Venture Capital, YWC Venture Capital"
SimpliContract,Software,Seed,1800000.0,Bangalore,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",2021,Kalaari Capital
Dropshop,Logistics,Pre-series A,1000000.0,Bangalore,Building technology to make distribution efficient and cheaper for large and small FMCG companies,2021,Inflection Point Ventures
Jumbotail,E-commerce,Series B,4000000.0,Bangalore,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,2021,Alteria Capital
BYJU'S,EdTech,,350000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,"Tiga Investments, Baron Capital"
Power Gummies,Nutrition,,1000000.0,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,2021,"Venture Catalysts, 9unicorns"
Convosight,SaaS,Series A,9000000.0,New Delhi,A mission - to help community builders become community entrepreneurs.,2021,Qualgro
Junio,FinTech,Seed,600000.0,New Delhi,Junio is a kids-focused digital pocket money-smart card.,2021,"Amit Lakhotia, Pravin Jadhav"
Wherehouse.io,Logistics,Seed,,New Delhi,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.",2021,Better Capital
Flexmoney,FinTech,Series A,4800000.0,Mumbai,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",2021,Pravega Ventures
Fampay,FinTech,Series A,38000000.0,Bangalore,India's first numberless card and UPI without a bank account,2021,"Greenoaks Capital, Elevation Capital"
Apna,HR,Series B,70000000.0,Bangalore,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,2021,"Sequoia Capital India, rocketship.vc"
XYXX Apparels,Fashion,Series A,4000000.0,Surat,"XYXX Apparels,which runs an eponymous innerwear brand",2021,"Accel, Alteria Capital"
WaterScience,D2C startup,,,Bangalore,The aim of making good water affordable and accessible.,2021,Unknown
BrowserStack,SaaS,Series B,200000000.0,Mumbai,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,2021,Accel
Vital,Insuretech,Pre-series A,3000000.0,New Delhi,"An affordable, digital health plan built around to cover both big and small expenses",2021,BLinC Invest
Juicy chemistry,HealthCare,,,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,2021,Spring Marketing Capital
Samaaro,SaaS,,125000.0,Bangalore,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",2021,"Chaitanya Kalipatnapu, Kedar Gavane"
Imagimake,Innovation management,Pre-series A,500000.0,Mumbai,An innovative play system to help children create their imagination,2021,"Roha Investment Managers, angel investor Saumil Shah"
MSMEx,EdTech,Pre-series A,1000000.0,Andheri,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,2021,"TNF Ventures, Razorpay"
RenewBuy,Insuretech,Series C,45000000.0,Gurgaon,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,2021,"Lok Capital, IIFL Asset Management"
saarthi.ai,AI startup,Seed,,Bangalore,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,2021,Nvidia Inception
Kutumb,Community platform,Series A,26000000.0,Bangalore,Kutumb is a social community enabler.,2021,"Tiger Global Management, DST Global"
Superplum,Agriculture,Pre-series A,3800000.0,Noida,Building India's most sophisticated platform for high quality fresh food,2021,Marquee investors
Upside AI,FinTech,Seed,1200000.0,Mumbai,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,2021,Endiya Partners
PazCare,Insuretech,,,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,2021,"Ashish Hemrajani, Parikshit Dar"
Answer Genomics,HealthCare,,,Bangalore,A healthcare company that uses genome-based data to help individuals make decisions.,2021,"India Accelerator, Lyxel&Flamingo"
Skillmatics,EdTech,Series A,6000000.0,Mumbai,Skillmatics develops learning games for pre-school and primary school kids aged under 10,2021,Sequoia Capital India
Bimaplan,Insuretech,Pre-series A,2500000.0,Bangalore,Affordable insurance for the next billion Indians,2021,"Roshan Abbas, Ritesh Malik"
Bueno Finance,FinTech,Seed,3000000.0,Gurgaon,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",2021,"Goat Capital, JAM Fund"
CityMall,E-commerce,Series B,22000000.0,Gurgaon,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021,"General Catalyst, Jungle Ventures"
BYJU’S,EdTech,,50000000.0,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,"Blackstone Group, ADQ"
India Quotient,Finance,,64000000.0,Mumbai,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,2021,"3one4 Capital, Kalaari Capital"
The Switch Fix,HealthCare,Seed,,Gurgaon,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.,2021,"Venture Catalysts, 9unicorns"
Anvidha Technologies,Tech Startup,Seed,1500000.0,Haryana,Anvidha Technologies Private Limited is a HARYANA based private ltd.,2021,"3Lines, Jabbar Internet Group"
DigiSparsh,FinTech,Seed,,Mumbai,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,2021,GoAhead Ventures
CoffeeMug.ai,Networking,Pre-seed,620000.0,New Delhi,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",2021,"Paradigm Shift Capital, AngelList India"
Pathfndr.io,SaaS,Pre-series A,,Bangalore,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,2021,Arali Ventures
BigLeap,Recruitment,,600000.0,Hyderabad,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,2021,Anup Kumar Yama
Kazam,EV startup,Seed,900000.0,Bangalore,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",2021,Inflection Point Ventures
MYRE Capital,Real Estate,,,Mumbai,Democratising Real Estate Ownership,2021,Aryaman Vir
BimaPe,FinTech,Pre-seed,500000.0,Mumbai,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',2021,"iSeed, Titan Capital"
MicroDegree,EdTech,,,Mangalore,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,2021,Research Innovation Incubation Design Labs
Saarthi Pedagogy,EdTech,,,Ahmedabad,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies",2021,Sushil Agarwal
Synapsica,HealthCare,Series A,4000000.0,New Delhi,Artificial Intelligence tools to make quality diagnostic assessment available for all.,2021,"IvyCap Ventures, Endiya Partners"
Kwik Foods,Food & Beverages,Seed,,Gurgaon,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,2021,9Unicorns
Plutomen,AR startup,,300000.0,Ahmedabad,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,2021,"GUSEC Seed Fund, DeVX Venture Fund"
GoMechanic,Automotive,Series C,42000000.0,Gurgaon,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",2021,"Tiger Global, Sequoia"
Grinntech,Automotive,,2000000.0,Chennai,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.",2021,"Falcon Edge, Softbank"
Nobel Hygiene,HealthCare,,60000000.0,Mumbai,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",2021,Quadria Capital
Green Cure,HealthCare,Pre-series A,,New Delhi,World's first company to combine German Engineering with Indian Ayurveda in health products,2021,Venture Catalysts
Classplus,EdTech,Series C,65000000.0,Noida,Classplus was born out of an urge to redefine classroom engagement in this country.,2021,Tiger Global
WINDO,E-commerce,Seed,500000.0,Hyderabad,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,2021,Unicorn India Ventures
ApnaKlub,E-commerce,Pre-series A,,Bangalore,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,2021,"Blume Ventures, Whiteboard Capital"
LegalPay,FinTech,,,New Delhi,A tech focused B2B litigation finance company in India.,2021,Ashwini Kakkar. 9Unicorns
Lavado,Consumer service,,,Mumbai,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,2021,Ashish Shah
Navars,EdTech,,,Hyderabad,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",2021,Faad Network
GoBolt,Logistics,Series B,20000000.0,Gurgaon,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",2021,"Paragon Partners, Aavishkaar Capital"
Loco,Gaming,Seed,9000000.0,Bangalore,Loco is India's leading live game streaming app.,2021,"Krafton, Lumikai"
Auric,HealthCare,Pre-series A,2000000.0,New Delhi,Contemporary Beauty & Wellness Brand Based on Ayurveda,2021,Venture Catalysts
Edmingle,EdTech,,300000.0,Bangalore,Edmingle is a platform for all educators who want to launch their courses and sell them online.,2021,"Indovation Fund, Mumbai Angels"
Slice,FinTech,,20000000.0,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",2021,"Gunosy, Blume Ventures"
Humit,Music,Pre-seed,,Bangalore,Humit is a social networking app for music sharing and discovery.,2021,Antler India
Airblack,IT startup,Series A,5200000.0,Gurgaon,Airblack is on a mission to help people convert their passion to a livelihood.,2021,"Edge Ventures, Elevation Capital"
NIRAMAI,HealthCare,,,Bangalore,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",2021,CDC Group
Intervue,SaaS,Seed,,New Delhi,World's fastest collaborative environment to take tech interviews.,2021,"Titan Capital, Kunal Shah"
Nestroots,Fashion,Seed,100000.0,Gurgaon,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",2021,We Founder Circle
Detect Technologies,Automation,,12000000.0,Chennai,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,2021,"Accel Partners, Elevation Capital"
CredR,Automotive,,6500000.0,Bangalore,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,2021,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures"
Fourth Partner Energy,Energy,,125000000.0,Hyderabad,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",2021,"Norfund, The Rise Fund"
TABLT,HealthCare,Seies A,3000000.0,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,2021,Siti Cable
Hesa,IT startup,Seed,2000000.0,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,2021,"Venture Catalysts, 9unicorns"
Powerhouse91,Consumer goods,Seed,,Gurgaon,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",2021,Crossbeam Venture Partners
Nalanda Learning,EdTech,,5000000.0,Kolkata,India's 1st Online Preschool with Blended Learning Model,2021,Aavishkaar Capital
Chargeup,CleanTech,Pre-series A,,New Delhi,"""Battery as a Service"" for 3 wheeler & 2 wheelers",2021,Mapmyindia
Knackit,IT startup,,100000.0,Bangalore,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,2021,Jyoti Bansal
Treebo Hotels,Hospitality,Series D,16000000.0,Bangalore,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,2021,Accor
Raptee Energy,Automotive,,700000.0,Chennai,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,2021,"Falcon Edge, Softbank"
Meddo,HealthCare,,6000000.0,Gurgaon,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,2021,"SRI Capital, Picus Capital, Alkemi Capital"
Supertails,Pet care,Pre-series A,2600000.0,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021,"Saama Capital, DSG Consumer Partners"
SkilloVilla,EdTech,Seed,300000.0,Bangalore,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,2021,Titan Capital
